gcs_text_path,sentiment_score,sentiments_magnitude,sentiments_tag,UNKNOWN,PERSON,LOCATION,ORGANIZATION,EVENT,WORK_OF_ART,CONSUMER_GOOD,OTHER
gs://nlp_api_test/dataset/dataset_custom/108_10.txt,0.4000000059604645,2.200000047683716,Positive,0,0,1,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/109_10.txt,0.5,3.400000095367432,Positive,0,1,1,0,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/109_2.txt,-0.30000001192092896,3.2999999523162837,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/10_2.txt,-0.5,1.5,Negative,0,1,1,0,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/10_9.txt,0.6000000238418579,2.700000047683716,Positive,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/110_1.txt,-0.20000000298023224,14.600000381469727,Negative,0,1,1,1,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/110_10.txt,0.5,1.0,Positive,0,0,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/111_10.txt,0.4000000059604645,3.2000000476837163,Positive,0,0,0,0,1,1,0,0
gs://nlp_api_test/dataset/dataset_custom/111_4.txt,-0.4000000059604645,4.5,Negative,0,1,0,0,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/112_1.txt,-0.30000001192092896,7.300000190734862,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/112_10.txt,0.699999988079071,3.900000095367432,Positive,0,1,1,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/113_10.txt,0.4000000059604645,2.0999999046325684,Positive,0,0,0,0,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/113_4.txt,0.0,6.800000190734862,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/114_10.txt,0.0,0.699999988079071,Neutral,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/114_4.txt,0.0,4.599999904632568,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/115_10.txt,0.0,5.099999904632568,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/115_2.txt,-0.5,2.900000095367432,Negative,0,1,0,0,1,1,1,1
gs://nlp_api_test/dataset/dataset_custom/116_1.txt,-0.10000000149011612,2.5999999046325684,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/116_10.txt,0.4000000059604645,5.400000095367432,Positive,0,0,0,0,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/117_10.txt,0.0,4.400000095367432,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/117_3.txt,0.0,5.400000095367432,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/118_2.txt,0.0,5.199999809265137,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/118_8.txt,0.0,8.199999809265138,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/119_10.txt,0.4000000059604645,4.800000190734863,Positive,0,0,1,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/119_4.txt,0.0,8.199999809265138,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/11_3.txt,-0.20000000298023224,1.8999999761581419,Negative,0,1,0,0,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/11_9.txt,0.5,3.900000095367432,Positive,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/120_1.txt,0.0,6.699999809265138,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/120_8.txt,0.0,9.100000381469727,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/121_10.txt,0.699999988079071,5.800000190734862,Positive,0,1,1,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/121_4.txt,-0.4000000059604645,2.799999952316284,Negative,0,1,1,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/122_1.txt,-0.5,5.5,Negative,0,0,0,0,0,1,1,1
gs://nlp_api_test/dataset/dataset_custom/122_9.txt,0.10000000149011612,6.4000000953674325,Positive,0,0,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/123_1.txt,-0.4000000059604645,3.400000095367432,Negative,0,1,1,1,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/123_10.txt,0.10000000149011612,5.800000190734862,Positive,0,1,1,0,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/124_10.txt,0.0,10.699999809265137,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/124_2.txt,0.0,3.900000095367432,Neutral,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/125_1.txt,-0.20000000298023224,0.699999988079071,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/125_7.txt,0.0,9.5,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/126_1.txt,-0.5,6.699999809265138,Negative,0,0,0,0,0,1,0,0
gs://nlp_api_test/dataset/dataset_custom/126_10.txt,0.20000000298023224,3.5,Positive,0,0,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/127_4.txt,-0.20000000298023224,4.0,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/127_7.txt,0.0,3.7000000476837163,Neutral,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/128_4.txt,0.0,3.7999999523162837,Neutral,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/128_7.txt,-0.10000000149011612,4.800000190734863,Negative,0,1,0,0,0,1,1,1
gs://nlp_api_test/dataset/dataset_custom/129_3.txt,-0.10000000149011612,3.0,Negative,0,1,0,0,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/129_9.txt,0.10000000149011612,3.900000095367432,Positive,0,0,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/12_1.txt,-0.30000001192092896,6.0999999046325675,Negative,0,1,0,0,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/12_9.txt,0.5,3.900000095367432,Positive,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/130_1.txt,-0.4000000059604645,14.399999618530273,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/130_9.txt,0.30000001192092896,5.0,Positive,0,1,1,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/131_10.txt,0.10000000149011612,11.399999618530273,Positive,0,1,1,1,1,1,1,1
gs://nlp_api_test/dataset/dataset_custom/131_4.txt,0.0,3.0,Neutral,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/132_3.txt,-0.20000000298023224,3.0,Negative,0,0,0,0,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/132_9.txt,0.10000000149011612,12.399999618530273,Positive,0,1,1,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/133_10.txt,-0.20000000298023224,6.300000190734862,Negative,0,1,1,1,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/133_2.txt,-0.4000000059604645,4.199999809265137,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/134_10.txt,0.4000000059604645,4.199999809265137,Positive,0,1,0,0,1,1,1,1
gs://nlp_api_test/dataset/dataset_custom/134_2.txt,-0.4000000059604645,6.4000000953674325,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/135_4.txt,-0.30000001192092896,14.199999809265135,Negative,0,1,1,0,1,1,1,1
gs://nlp_api_test/dataset/dataset_custom/135_7.txt,0.6000000238418579,3.2000000476837163,Positive,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/136_10.txt,0.30000001192092896,1.8999999761581419,Positive,0,0,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/136_4.txt,-0.10000000149011612,9.199999809265137,Negative,0,1,1,0,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/137_4.txt,-0.20000000298023224,6.199999809265138,Negative,0,1,1,1,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/137_7.txt,0.20000000298023224,3.7999999523162837,Positive,0,0,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/138_4.txt,-0.20000000298023224,3.0,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/138_7.txt,0.30000001192092896,4.5,Positive,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/139_10.txt,0.10000000149011612,10.100000381469727,Positive,0,1,1,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/139_4.txt,0.0,4.599999904632568,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/13_2.txt,-0.4000000059604645,3.5,Negative,0,0,0,0,1,1,1,1
gs://nlp_api_test/dataset/dataset_custom/13_7.txt,0.0,4.699999809265137,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/140_2.txt,-0.6000000238418579,4.400000095367432,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/140_8.txt,-0.20000000298023224,0.5,Negative,0,0,1,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/141_3.txt,-0.5,1.7999999523162842,Negative,0,1,0,0,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/141_9.txt,0.4000000059604645,2.299999952316284,Positive,0,1,0,0,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/142_3.txt,-0.20000000298023224,2.0999999046325684,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/142_8.txt,0.10000000149011612,2.0999999046325684,Positive,0,0,0,0,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/143_2.txt,-0.30000001192092896,3.7999999523162837,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/143_7.txt,0.4000000059604645,18.0,Positive,0,1,1,0,0,1,1,1
gs://nlp_api_test/dataset/dataset_custom/144_2.txt,-0.4000000059604645,7.300000190734862,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/144_8.txt,0.10000000149011612,21.100000381469727,Positive,0,1,1,0,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/145_10.txt,0.0,3.400000095367432,Neutral,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/145_2.txt,-0.10000000149011612,11.899999618530273,Negative,0,1,1,0,0,1,1,1
gs://nlp_api_test/dataset/dataset_custom/146_10.txt,-0.10000000149011612,4.300000190734863,Negative,0,1,0,0,1,0,0,1
gs://nlp_api_test/dataset/dataset_custom/146_2.txt,-0.20000000298023224,2.5999999046325684,Negative,0,1,0,0,0,1,0,0
gs://nlp_api_test/dataset/dataset_custom/147_4.txt,0.0,4.599999904632568,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/147_9.txt,0.4000000059604645,3.400000095367432,Positive,0,0,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/148_2.txt,-0.10000000149011612,13.699999809265135,Negative,0,1,0,0,1,1,1,1
gs://nlp_api_test/dataset/dataset_custom/148_9.txt,0.30000001192092896,3.900000095367432,Positive,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/149_1.txt,-0.5,3.2000000476837163,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/149_10.txt,-0.10000000149011612,9.600000381469727,Negative,0,1,1,0,1,0,0,1
gs://nlp_api_test/dataset/dataset_custom/14_10.txt,0.4000000059604645,3.0999999046325684,Positive,0,1,0,0,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/14_2.txt,-0.10000000149011612,2.5,Negative,0,1,0,0,1,1,1,1
gs://nlp_api_test/dataset/dataset_custom/150_1.txt,-0.30000001192092896,2.200000047683716,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/150_8.txt,0.10000000149011612,2.700000047683716,Positive,0,1,0,0,1,1,0,0
gs://nlp_api_test/dataset/dataset_custom/151_1.txt,-0.4000000059604645,5.699999809265138,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/151_10.txt,0.20000000298023224,4.599999904632568,Positive,0,0,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/152_4.txt,-0.10000000149011612,5.800000190734862,Negative,0,1,1,1,1,1,1,1
gs://nlp_api_test/dataset/dataset_custom/152_9.txt,0.10000000149011612,6.0999999046325675,Positive,0,0,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/153_1.txt,-0.20000000298023224,19.200000762939453,Negative,0,1,1,1,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/153_10.txt,0.10000000149011612,5.599999904632568,Positive,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/154_3.txt,-0.4000000059604645,5.400000095367432,Negative,0,0,0,0,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/154_8.txt,0.0,4.800000190734863,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/155_10.txt,0.30000001192092896,9.199999809265137,Positive,0,1,1,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/155_3.txt,-0.30000001192092896,3.7999999523162837,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/156_1.txt,-0.8999999761581421,1.7999999523162842,Negative,0,1,1,1,1,1,1,1
gs://nlp_api_test/dataset/dataset_custom/156_8.txt,0.0,10.600000381469727,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/157_1.txt,-0.4000000059604645,5.699999809265138,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/157_9.txt,-0.20000000298023224,6.9000000953674325,Negative,0,1,1,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/158_10.txt,0.20000000298023224,3.2000000476837163,Positive,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/158_3.txt,0.0,2.5,Neutral,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/159_10.txt,-0.10000000149011612,5.699999809265138,Negative,0,1,0,0,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/159_4.txt,0.20000000298023224,3.400000095367432,Positive,0,1,0,0,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/15_1.txt,-0.30000001192092896,13.399999618530273,Negative,0,1,1,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/15_7.txt,0.0,5.300000190734863,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/160_2.txt,-0.10000000149011612,1.6000000238418581,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/160_9.txt,0.8999999761581421,3.5999999046325684,Positive,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/161_2.txt,-0.6000000238418579,2.700000047683716,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/161_8.txt,0.0,3.5999999046325684,Neutral,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/162_4.txt,-0.10000000149011612,2.400000095367432,Negative,0,1,0,0,0,0,1,1
gs://nlp_api_test/dataset/dataset_custom/162_8.txt,0.4000000059604645,3.5,Positive,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/163_10.txt,0.5,2.200000047683716,Positive,0,0,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/163_4.txt,-0.5,1.6000000238418581,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/164_10.txt,0.20000000298023224,2.700000047683716,Positive,0,0,0,0,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/164_3.txt,-0.10000000149011612,1.8999999761581419,Negative,0,0,0,1,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/165_4.txt,0.10000000149011612,11.100000381469727,Positive,0,1,0,1,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/165_7.txt,0.4000000059604645,0.8999999761581421,Positive,0,0,0,0,0,0,1,0
gs://nlp_api_test/dataset/dataset_custom/166_1.txt,-0.20000000298023224,3.0999999046325684,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/166_7.txt,-0.30000001192092896,3.2000000476837163,Negative,0,1,0,0,1,0,0,1
gs://nlp_api_test/dataset/dataset_custom/167_1.txt,-0.30000001192092896,5.5,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/167_7.txt,0.30000001192092896,3.5999999046325684,Positive,0,1,0,1,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/168_1.txt,-0.10000000149011612,5.5,Negative,0,1,0,1,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/168_9.txt,0.20000000298023224,3.7000000476837163,Positive,0,1,0,1,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/169_1.txt,-0.30000001192092896,5.400000095367432,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/169_8.txt,0.20000000298023224,10.0,Positive,0,1,0,1,1,0,0,1
gs://nlp_api_test/dataset/dataset_custom/16_3.txt,0.10000000149011612,10.5,Positive,0,1,0,0,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/16_7.txt,0.5,2.200000047683716,Positive,0,0,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/170_1.txt,-0.30000001192092896,4.599999904632568,Negative,0,1,1,1,1,1,1,1
gs://nlp_api_test/dataset/dataset_custom/170_10.txt,0.6000000238418579,6.199999809265138,Positive,0,1,0,0,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/171_1.txt,-0.8000000119209291,2.5999999046325684,Negative,0,1,0,1,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/171_8.txt,0.4000000059604645,3.900000095367432,Positive,0,1,0,0,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/172_1.txt,-0.6000000238418579,3.7999999523162837,Negative,0,0,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/172_10.txt,0.5,4.0,Positive,0,0,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/173_3.txt,0.0,2.200000047683716,Neutral,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/173_7.txt,0.0,3.5999999046325684,Neutral,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/174_3.txt,-0.4000000059604645,21.100000381469727,Negative,0,1,1,0,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/174_7.txt,0.10000000149011612,3.5999999046325684,Positive,0,1,0,0,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/175_1.txt,-0.30000001192092896,4.5,Negative,0,0,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/175_7.txt,0.20000000298023224,3.5,Positive,0,1,0,1,0,1,1,1
gs://nlp_api_test/dataset/dataset_custom/176_4.txt,-0.10000000149011612,6.5999999046325675,Negative,0,1,1,0,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/176_7.txt,0.20000000298023224,5.099999904632568,Positive,0,1,0,0,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/177_1.txt,-0.6000000238418579,4.599999904632568,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/177_9.txt,0.4000000059604645,7.699999809265138,Positive,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/178_3.txt,-0.5,2.900000095367432,Negative,0,1,1,0,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/178_7.txt,0.6000000238418579,3.0,Positive,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/179_3.txt,-0.10000000149011612,3.900000095367432,Negative,0,0,0,0,0,1,0,0
gs://nlp_api_test/dataset/dataset_custom/179_8.txt,0.20000000298023224,10.100000381469727,Positive,0,1,1,1,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/17_3.txt,-0.10000000149011612,1.0,Negative,0,0,0,0,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/17_9.txt,0.10000000149011612,9.899999618530273,Positive,0,0,0,1,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/180_4.txt,-0.20000000298023224,5.300000190734863,Negative,0,1,1,1,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/180_9.txt,0.20000000298023224,5.199999809265137,Positive,0,0,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/181_10.txt,0.30000001192092896,4.900000095367432,Positive,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/181_2.txt,-0.30000001192092896,4.099999904632568,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/182_1.txt,-0.30000001192092896,4.300000190734863,Negative,0,1,1,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/182_10.txt,0.4000000059604645,5.199999809265137,Positive,0,0,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/183_3.txt,0.30000001192092896,4.0,Positive,0,1,1,0,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/183_8.txt,0.6000000238418579,3.400000095367432,Positive,0,1,0,0,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/184_2.txt,-0.20000000298023224,2.799999952316284,Negative,0,1,1,1,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/184_8.txt,0.4000000059604645,6.0999999046325675,Positive,0,1,1,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/185_4.txt,0.20000000298023224,14.699999809265135,Positive,0,1,1,1,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/185_9.txt,0.10000000149011612,2.400000095367432,Positive,0,0,0,0,0,1,0,0
gs://nlp_api_test/dataset/dataset_custom/186_1.txt,0.0,12.100000381469727,Mixed,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/186_8.txt,0.30000001192092896,4.199999809265137,Positive,0,0,0,0,1,0,0,1
gs://nlp_api_test/dataset/dataset_custom/187_2.txt,-0.8000000119209291,1.7000000476837158,Negative,0,0,0,0,0,0,0,1
gs://nlp_api_test/dataset/dataset_custom/187_8.txt,0.20000000298023224,4.5,Positive,0,1,1,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/188_1.txt,-0.10000000149011612,2.799999952316284,Negative,0,0,0,0,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/188_7.txt,0.6000000238418579,5.699999809265138,Positive,0,1,1,0,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/189_1.txt,-0.10000000149011612,2.700000047683716,Negative,0,0,0,0,1,0,0,1
gs://nlp_api_test/dataset/dataset_custom/189_9.txt,0.10000000149011612,7.0999999046325675,Positive,0,1,0,1,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/18_3.txt,-0.4000000059604645,2.299999952316284,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/18_7.txt,0.30000001192092896,3.400000095367432,Positive,0,1,0,1,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/190_1.txt,-0.10000000149011612,5.300000190734863,Negative,0,0,0,0,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/190_10.txt,0.20000000298023224,14.300000190734865,Positive,0,1,0,1,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/191_3.txt,-0.4000000059604645,2.5999999046325684,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/191_9.txt,0.10000000149011612,5.800000190734862,Positive,0,1,1,1,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/192_2.txt,-0.10000000149011612,4.400000095367432,Negative,0,1,1,0,0,1,1,1
gs://nlp_api_test/dataset/dataset_custom/192_9.txt,0.5,5.199999809265137,Positive,0,1,0,0,0,1,0,0
gs://nlp_api_test/dataset/dataset_custom/193_1.txt,-0.20000000298023224,3.900000095367432,Negative,0,1,1,0,1,1,0,1
gs://nlp_api_test/dataset/dataset_custom/193_7.txt,0.10000000149011612,11.699999809265135,Positive,0,1,1,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/194_1.txt,-0.5,2.299999952316284,Negative,0,1,0,0,0,1,0,1
gs://nlp_api_test/dataset/dataset_custom/194_8.txt,0.6000000238418579,1.2000000476837158,Positive,0,1,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/195_4.txt,0.0,2.299999952316284,Neutral,0,0,0,0,0,0,0,0
gs://nlp_api_test/dataset/dataset_custom/195_8.txt,0.30000001192092896,4.900000095367432,Positive,0,1,1,0,1,1,0,1
